DELETE PREVIOUS LINE
DELETE PREVIOUS LINE
DELETE PREVIOUS LINE
DELETE PREVIOUS LINE
DELETE PREVIOUS LINE
DELETE PREVIOUS LINE
1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.178315, 2.61799, -1.23965
0, 1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.17831, 2.63944, -1.22987
-1.93738, 1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.178315, 2.60168, -1.23017
-0.469667, 1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.178315, 2.65565, -1.23909
0, 1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.178315, 2.64065, -1.24365
-2.02544, 1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.178283, 2.37624, -1.20483
-0.55773, 1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.178315, 2.49827, -1.24918
-2.02544, 1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.178315, 2.15863, -1.26611
0, 1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.178315, 2.19519, -1.26099
0, 1.7445, 0.70908, 2.46488, -2.03871, 2.46166, 0.515432, 2.6163, 0.153963, 1.07423, -0.496413, -1.25914, -0.458559, 0.694178, 0.482821, 0.178304, 2.12131, -1.24781
